fen,score_cp
"1r4k1/6pp/2P5/4p1P1/p2pP3/Pr6/3K2PP/R7 b - - 0 36",677
"1r4k1/6pp/2P5/4p1P1/p2pP3/P1r5/3K2PP/R7 w - - 1 37",-616
"1r4k1/6pp/2P5/4p1P1/p2pP3/P1r5/R2K2PP/8 b - - 2 37",654
"6k1/6pp/1rP5/4p1P1/p2pP3/P1r5/R2K2PP/8 w - - 3 38",-636
"6k1/2P3pp/1r6/4p1P1/p2pP3/P1r5/R2K2PP/8 b - - 0 38",636
"6k1/2r3pp/1r6/4p1P1/p2pP3/P7/R2K2PP/8 w - - 0 39",-626
"6k1/2r3pp/1r6/4p1P1/p2pP3/P7/2RK2PP/8 b - - 1 39",620
"6k1/5rpp/1r6/4p1P1/p2pP3/P7/2RK2PP/8 w - - 2 40",-572
"6k1/5rpp/1r6/4p1P1/p2pP3/P7/2R1K1PP/8 b - - 3 40",672
"1r4k1/5rpp/8/4p1P1/p2pP3/P7/2R1K1PP/8 w - - 4 41",-507
"1r4k1/5rpp/8/4p1P1/p1RpP3/P7/4K1PP/8 b - - 5 41",700
"6k1/5rpp/8/4p1P1/p1RpP3/Pr6/4K1PP/8 w - - 6 42",-639
"6k1/5rpp/8/2R1p1P1/p2pP3/Pr6/4K1PP/8 b - - 7 42",894
"6k1/5rpp/8/2R1p1P1/p2pP3/P3r3/4K1PP/8 w - - 8 43",-859
"6k1/5rpp/8/2R1p1P1/p2pP3/P3r3/3K2PP/8 b - - 9 43",917
"6k1/6pp/8/2R1p1P1/p2pP3/P3r3/3K1rPP/8 w - - 10 44",-997
"6k1/6pp/8/2R1p1P1/p2pP3/P3r3/5rPP/3K4 b - - 11 44",983
"6k1/6pp/8/2R1p1P1/p2pP3/P3r3/6rP/3K4 w - - 0 45",-841
"6k1/6pp/8/4R1P1/p2pP3/P3r3/6rP/3K4 b - - 0 45",1355
"6k1/6pp/8/4R1P1/p2pP3/r7/6rP/3K4 w - - 0 46",-922
"6k1/6pp/8/2R3P1/p2pP3/8/r5rP/3K4 w - - 2 47",-1394
"2R5/5kpp/8/6P1/p2pP3/8/r5rP/3K4 w - - 4 48",-1495
"8/5kpp/8/6P1/p2pP3/8/r1R3rP/3K4 b - - 5 48",1545
"8/5kpp/8/6P1/p2pP3/8/r1r4P/3K4 w - - 0 49",-1406
"8/5kpp/8/6P1/p2pP2P/8/r6r/3K4 w - - 1 50",-1470
"rn1qkb1r/ppN1pp1p/5np1/3p1b2/3P1B2/8/PPP1PPPP/R2QKBNR b KQkq - 0 5",-414
"rn1q1b1r/ppNkpp1p/5np1/3p1b2/3P1B2/8/PPP1PPPP/R2QKBNR w KQ - 1 6",351
"Nn1q1b1r/pp1kpp1p/5np1/3p1b2/3P1B2/8/PPP1PPPP/R2QKBNR b KQ - 0 6",-351
"N2q1b1r/pp1kpp1p/2n2np1/3p1b2/3P1B2/8/PPP1PPPP/R2QKBNR w KQ - 1 7",350
"N2q1b1r/pp1kpp1p/2n2np1/3p1b2/3P1B2/5P2/PPP1P1PP/R2QKBNR b KQ - 0 7",-202
"N2q3r/pp1kpp1p/2n2npb/3p1b2/3P1B2/5P2/PPP1P1PP/R2QKBNR w KQ - 1 8",248
"N2q3r/pp1kpp1p/2n2npb/3p1b2/3PPB2/5P2/PPP3PP/R2QKBNR b KQ - 0 8",-259
"N6r/pp1kpp1p/2n2npb/q2p1b2/3PPB2/5P2/PPP3PP/R2QKBNR w KQ - 1 9",258
"N6r/pp1kpp1p/2n2npb/q2p1b2/3PP3/5P2/PPPB2PP/R2QKBNR b KQ - 2 9",-258
"N6r/pp1kpp1p/2n2np1/q2p1b2/3PP3/5P2/PPPb2PP/R2QKBNR w KQ - 0 10",258
"N6r/pp1kpp1p/2n2np1/q2p1b2/3PP3/5P2/PPPQ2PP/R3KBNR b KQ - 0 10",-258
"N6r/pp1kpp1p/2n2np1/3p1b2/3PP3/5P2/PPPq2PP/R3KBNR w KQ - 0 11",258
"N6r/pp1kpp1p/2n2np1/3p1b2/3PP3/5P2/PPPK2PP/R4BNR b - - 0 11",-258
"N6r/pp1kpp1p/2n2np1/5b2/3Pp3/5P2/PPPK2PP/R4BNR w - - 0 12",222
"N6r/pp1kpp1p/2n2np1/5b2/3Pp1P1/5P2/PPPK3P/R4BNR b - - 0 12",-168
"N6r/pp1kpp1p/5np1/5b2/3np1P1/5P2/PPPK3P/R4BNR w - - 0 13",146
"N6r/pp1kpp1p/5np1/5b2/3np1P1/5P2/PPPK3P/3R1BNR b - - 1 13",-64
"N6r/pp1kpp1p/6p1/5b2/3np1n1/5P2/PPPK3P/3R1BNR w - - 0 14",109
"N6r/pp1kpp1p/6p1/5b2/3np1P1/8/PPPK3P/3R1BNR b - - 0 14",-109
"N6r/pp1kpp1p/6p1/8/3np1b1/8/PPPK3P/3R1BNR w - - 0 15",205
"N6r/pp1kpp1p/6p1/8/3np1b1/2P5/PP1K3P/3R1BNR b - - 0 15",46
"N6r/pp1kpp1p/4n1p1/8/4p1b1/2P5/PP1K3P/3R1BNR w - - 1 16",217
"N6r/pp1kpp1p/4n1p1/8/4p1b1/2P5/PP1KB2P/3R2NR b - - 2 16",69
"N6r/pp1kpp1p/4n1p1/5b2/4p3/2P5/PP1KB2P/3R2NR w - - 3 17",93
"N6r/pp1kpp1p/4n1p1/5b2/2B1p3/2P5/PP1K3P/3R2NR b - - 4 17",18
"r7/pp1kpp1p/4n1p1/5b2/2B1p3/2P5/PP1K3P/3R2NR w - - 0 18",153
"r7/pp1kpp1p/4n1p1/5b2/2B1p3/2P5/PP1KN2P/3R3R b - - 1 18",-79
"r2n4/pp1kpp1p/6p1/5b2/2B1p3/2P5/PP1KN2P/3R3R w - - 2 19",72
"r2n4/pp1kpp1p/6p1/5b2/2B1p3/2P3N1/PP1K3P/3R3R b - - 3 19",-39
"r2n4/pp2pp1p/2k3p1/5b2/2B1p3/2P3N1/PP1K3P/3R3R w - - 4 20",257
"r2n4/pp2pp1p/2k3p1/5b2/2B1p3/2P1K1N1/PP5P/3R3R b - - 5 20",-179
"r2n4/pp2pp1p/2k3p1/8/2B1p1b1/2P1K1N1/PP5P/3R3R w - - 6 21",292
"r2n4/pp2pp1p/2k3p1/8/2B1p1b1/2P1K1N1/PP5P/6RR b - - 7 21",-136
"r2n4/pp2p2p/2k3p1/5p2/2B1p1b1/2P1K1N1/PP5P/6RR w - - 0 22",169
"r2n4/pp2p2p/2k3p1/5p2/2B1N1b1/2P1K3/PP5P/6RR b - - 0 22",-84
"r2n4/pp2p3/2k3p1/5p1p/2B1N1b1/2P1K3/PP5P/6RR w - - 0 23",366
"r2n4/pp2p3/2k3p1/5p1p/2B1N1b1/2P1K2P/PP6/6RR b - - 0 23",-282
"r2n4/pp6/2k3p1/4pp1p/2B1N1b1/2P1K2P/PP6/6RR w - - 0 24",295
"r2n4/pp6/2k3p1/4pp1p/2B1N1P1/2P1K3/PP6/6RR b - - 0 24",-295
"r2n4/pp6/2k3p1/4pp2/2B1N1p1/2P1K3/PP6/6RR w - - 0 25",415
"r2n4/pp6/2k3pR/4pp2/2B1N1p1/2P1K3/PP6/6R1 b - - 1 25",-369
"r2n4/pp6/2k3pR/4p3/2B1Npp1/2P1K3/PP6/6R1 w - - 0 26",533
"r2n4/pp6/2k3pR/4p3/2B1Npp1/2PK4/PP6/6R1 b - - 1 26",-540
"r2n4/p7/2k3pR/1p2p3/2B1Npp1/2PK4/PP6/6R1 w - - 0 27",540
"r2n4/p7/2k3R1/1p2p3/2B1Npp1/2PK4/PP6/6R1 b - - 0 27",-704
"r2n4/p1k5/6R1/1p2p3/2B1Npp1/2PK4/PP6/6R1 w - - 1 28",820
"r2n4/p1k5/6R1/1p1Bp3/4Npp1/2PK4/PP6/6R1 b - - 2 28",-674
"2rn4/p1k5/6R1/1p1Bp3/4Npp1/2PK4/PP6/6R1 w - - 3 29",643
"2rn4/p1k3R1/8/1p1Bp3/4Npp1/2PK4/PP6/6R1 b - - 4 29",-650
"2rn4/p5R1/1k6/1p1Bp3/4Npp1/2PK4/PP6/6R1 w - - 5 30",696
"2rn4/p5R1/1k6/1p1Bp3/4NpR1/2PK4/PP6/8 b - - 0 30",-709
"2rn4/p5R1/8/kp1Bp3/4NpR1/2PK4/PP6/8 w - - 1 31",1142
"2rn4/p5R1/6R1/kp1Bp3/4Np2/2PK4/PP6/8 b - - 2 31",-896
"2rn4/6R1/p5R1/kp1Bp3/4Np2/2PK4/PP6/8 w - - 0 32",20206
"r2qkb1r/pQBnpp1p/5n2/3p1bp1/2PP4/8/PP2PPPP/RN2KBNR b KQkq - 0 6",-158
"r1q1kb1r/pQBnpp1p/5n2/3p1bp1/2PP4/8/PP2PPPP/RN2KBNR w KQkq - 1 7",79
"r1q1kb1r/p1Bnpp1p/2Q2n2/3p1bp1/2PP4/8/PP2PPPP/RN2KBNR b KQkq - 2 7",-15
"1rq1kb1r/p1Bnpp1p/2Q2n2/3p1bp1/2PP4/8/PP2PPPP/RN2KBNR w KQk - 3 8",40
"1rq1kb1r/p1Bnpp1p/2Q2n2/3p1bp1/2PP3P/8/PP2PPP1/RN2KBNR b KQk - 0 8",256
"2q1kb1r/p1Bnpp1p/1rQ2n2/3p1bp1/2PP3P/8/PP2PPP1/RN2KBNR w KQk - 1 9",-256
"2q1kb1r/p1Bnpp1p/1r3n2/3p1bp1/Q1PP3P/8/PP2PPP1/RN2KBNR b KQk - 2 9",610
"4kb1r/p1qnpp1p/1r3n2/3p1bp1/Q1PP3P/8/PP2PPP1/RN2KBNR w KQk - 0 10",-336
"4kb1r/p1qnpp1p/1r3n2/3p1bp1/Q1PP3P/N7/PP2PPP1/R3KBNR b KQk - 1 10",869
"4kb1r/p2npp1p/1r3n2/3p1bp1/Q1PP1q1P/N7/PP2PPP1/R3KBNR w KQk - 2 11",-40
"4kb1r/p2npp1p/1r3n2/3p1bp1/Q1PP1q1P/N3P3/PP3PP1/R3KBNR b KQk - 0 11",252
"1q2kb1r/p2npp1p/1r3n2/3p1bp1/Q1PP3P/N3P3/PP3PP1/R3KBNR w KQk - 1 12",-192
"1q2kb1r/p2npp1p/1r3n2/3p1bp1/Q1PP3P/NP2P3/P4PP1/R3KBNR b KQk - 0 12",595
"1q2kb1r/p2npp1p/5n2/3p1bp1/QrPP3P/NP2P3/P4PP1/R3KBNR w KQk - 1 13",-484
"1q2kb1r/p2npp1p/2Q2n2/3p1bp1/1rPP3P/NP2P3/P4PP1/R3KBNR b KQk - 2 13",347
"1q2kb1r/p2npp1p/2Q2n2/3p2p1/1rPPb2P/NP2P3/P4PP1/R3KBNR w KQk - 3 14",-265
"1q2kb1r/p2npp1p/2Q2n2/1N1p2p1/1rPPb2P/1P2P3/P4PP1/R3KBNR b KQk - 4 14",430
"1q2kb1r/p2npp1p/2Q2n2/1N4p1/1rpPb2P/1P2P3/P4PP1/R3KBNR w KQk - 0 15",-363
"1q2kb1r/p2npp1p/2Q2n2/1N1P2p1/1rp1b2P/1P2P3/P4PP1/R3KBNR b KQk - 0 15",609
"1q2kb1r/p2npp1p/2Q2n2/1r1P2p1/2p1b2P/1P2P3/P4PP1/R3KBNR w KQk - 0 16",-346
"1q2kb1r/p2npp1p/2Q2n2/1r1P2p1/2P1b2P/4P3/P4PP1/R3KBNR b KQk - 0 16",1351
"1q2kb1r/p2npp1p/1rQ2n2/3P2p1/2P1b2P/4P3/P4PP1/R3KBNR w KQk - 1 17",-1104
"1q2kb1r/p2npp1p/1r3n2/3P2p1/Q1P1b2P/4P3/P4PP1/R3KBNR b KQk - 2 17",1163
"1q1k1b1r/p2npp1p/1r3n2/3P2p1/Q1P1b2P/4P3/P4PP1/R3KBNR w KQ - 3 18",-817
"1q1k1b1r/p2npp1p/1r3n2/3P2p1/Q1P1b2P/4PP2/P5P1/R3KBNR b KQ - 0 18",766
"1q1k1b1r/p2npp1p/1r3n2/3P4/Q1P1b2p/4PP2/P5P1/R3KBNR w KQ - 0 19",-874
"1q1k1b1r/p2npp1p/1r3n2/3P4/Q1P1b2p/4PP2/P5P1/2R1KBNR b K - 1 19",923
"1q1k1b1r/p3pp1p/1r3n2/2nP4/Q1P1b2p/4PP2/P5P1/2R1KBNR w K - 2 20",-882
"1q1k1b1r/p3pp1p/1r3n2/2nP4/2P1b2p/Q3PP2/P5P1/2R1KBNR b K - 3 20",882
"1q1k1b1r/p4p1p/1r2pn2/2nP4/2P1b2p/Q3PP2/P5P1/2R1KBNR w K - 0 21",-794
"1q1k1b1r/p4p1p/1r2pn2/2nP4/2P1b2p/Q3PP2/P3N1P1/2R1KB1R b K - 1 21",1243
"1q1k1b1r/p4p1p/1r2pn2/3P4/2P1b2p/Q2nPP2/P3N1P1/2R1KB1R w K - 2 22",-1243
"1q1k1b1r/p4p1p/1r2pn2/3P4/2P1b2p/3QPP2/P3N1P1/2R1KB1R b K - 0 22",1243
"1q1k1b1r/p4p1p/1r2pn2/3P4/2P4p/3bPP2/P3N1P1/2R1KB1R w K - 0 23",-1122
"1q1k1b1r/p4p1p/1r2pn2/2PP4/7p/3bPP2/P3N1P1/2R1KB1R b K - 0 23",1655
"1q1k1b1r/p4p1p/4pn2/2PP4/7p/3bPP2/P3N1P1/1rR1KB1R w K - 1 24",-1601
"1q1k1b1r/p4p1p/4Pn2/2P5/7p/3bPP2/P3N1P1/1rR1KB1R b K - 0 24",1589
"3k1b1r/p4p1p/4Pn2/2P5/1q5p/3bPP2/P3N1P1/1rR1KB1R w K - 1 25",-1418
"3k1b1r/p4p1p/4Pn2/2P5/1q5p/3bPP2/P3NKP1/1rR2B1R b - - 2 25",1426
"3k1b1r/p4p1p/4Pn2/2P5/1q5p/3bPP2/Pr2NKP1/2R2B1R w - - 3 26",-1298
"3k1b1r/p4p1p/4Pn2/2P5/1q5p/3bPP2/Pr2NKP1/3R1B1R b - - 4 26",1573
"3k1b1r/p4p1p/4Pn2/2P5/2q4p/3bPP2/Pr2NKP1/3R1B1R w - - 5 27",-1600
"3k1b1r/p4P1p/5n2/2P5/2q4p/3bPP2/Pr2NKP1/3R1B1R b - - 0 27",1531
"3k3r/p4P1p/5n2/2b5/2q4p/3bPP2/Pr2NKP1/3R1B1R w - - 0 28",-1538
"3k3r/p4P1p/5n2/2b5/2q4p/3bPP1R/Pr2NKP1/3R1B2 b - - 1 28",1703
"3k1r2/p4P1p/5n2/2b5/2q4p/3bPP1R/Pr2NKP1/3R1B2 w - - 2 29",-1679
"3k1r2/p4P1p/5n2/2b5/2q2P1p/3bP2R/Pr2NKP1/3R1B2 b - - 0 29",1803
"3k4/p4r1p/5n2/2b5/2q2P1p/3bP2R/Pr2NKP1/3R1B2 w - - 0 30",-1792
"3k4/p4r1p/5n2/2b5/2q2P1R/3bP3/Pr2NKP1/3R1B2 b - - 0 30",1938
"3k4/p4r1p/5n2/2b5/5P1R/3bP3/Prq1NKP1/3R1B2 w - - 1 31",-1938
"3k4/p4r1p/5n2/2b5/5P1R/3RP3/Prq1NKP1/5B2 b - - 0 31",1938
"3k4/p4r1p/5n2/2b5/5P1R/3qP3/Pr2NKP1/5B2 w - - 0 32",-1779
"3k4/p4r1p/5n2/2b5/5P2/3qP2R/Pr2NKP1/5B2 b - - 1 32",2160
"3k4/p4r1p/8/2b5/5Pn1/3qP2R/Pr2NKP1/5B2 w - - 2 33",-2212
"3k4/p4r1p/8/2b5/5Pn1/3qP2R/Pr2N1P1/5BK1 b - - 3 33",2196
"rnb1k2r/pppp1ppp/8/4p3/2B1P1nq/6P1/PPPP1b1P/RNBQK2R w KQkq - 0 7",-336
"rnb1k2r/pppp1ppp/8/4p3/2B1P1nq/6P1/PPPPKb1P/RNBQ3R b kq - 1 7",573
"rnb1k2r/pppp1ppp/8/4p3/2B1P1n1/6Pq/PPPPKb1P/RNBQ3R w kq - 2 8",-348
"rnb1k2r/pppp1ppp/8/4p3/2B1P1n1/6Pq/PPPPKb1P/RNB2Q1R b kq - 3 8",398
"rnb1k2r/pppp1ppp/7q/4p3/2B1P1n1/6P1/PPPPKb1P/RNB2Q1R w kq - 4 9",81
"rnb1k2r/pppp1ppp/7q/4p3/2B1P1n1/3P2P1/PPP1Kb1P/RNB2Q1R b kq - 0 9",517
"rnb1k2r/pppp1ppp/2q5/4p3/2B1P1n1/3P2P1/PPP1Kb1P/RNB2Q1R w kq - 1 10",-421
"rnb1k2r/pppp1ppp/2q5/4p3/2B1P1n1/3P2P1/PPPNKb1P/R1B2Q1R b kq - 2 10",448
"rnb1k2r/ppp2ppp/2q5/3pp3/2B1P1n1/3P2P1/PPPNKb1P/R1B2Q1R w kq - 0 11",-441
"rnb1k2r/ppp2ppp/2q5/3pp3/4P1n1/1B1P2P1/PPPNKb1P/R1B2Q1R b kq - 1 11",894
"rn2k2r/ppp2ppp/2q1b3/3pp3/4P1n1/1B1P2P1/PPPNKb1P/R1B2Q1R w kq - 2 12",-796
"rn2k2r/ppp2ppp/2q1b3/3Pp3/6n1/1B1P2P1/PPPNKb1P/R1B2Q1R b kq - 0 12",796
"rn2k2r/ppp2ppp/2q5/3bp3/6n1/1B1P2P1/PPPNKb1P/R1B2Q1R w kq - 0 13",-607
"rn2k2r/ppp2ppp/2q5/3bp3/6n1/1B1P2PQ/PPPNKb1P/R1B4R b kq - 1 13",972
"rn2k2r/ppp2pp1/2q5/3bp2p/6n1/1B1P2PQ/PPPNKb1P/R1B4R w kq - 0 14",-999
"rn2k2r/ppp2pp1/2q5/3bp2p/6nQ/1B1P2P1/PPPNKb1P/R1B4R b kq - 1 14",1082
"rn2k2r/ppp3p1/2q2p2/3bp2p/6nQ/1B1P2P1/PPPNKb1P/R1B4R w kq - 0 15",-1080
"rn2k2r/ppp3p1/2q2p2/3bp2p/4N1nQ/1B1P2P1/PPP1Kb1P/R1B4R b kq - 1 15",1155
"rn2k2r/ppp3p1/2q2p2/4p2p/4N1nQ/1b1P2P1/PPP1Kb1P/R1B4R w kq - 0 16",-1078
"rn2k2r/ppp3p1/2q2p2/4p2p/4N1nQ/1P1P2P1/PP2Kb1P/R1B4R b kq - 0 16",1092
"rn2k2r/ppp3p1/5p2/4p2p/4N1nQ/1P1P2P1/PPq1Kb1P/R1B4R w kq - 1 17",-898
"rn2k2r/ppp3p1/5p2/4p2p/4N1nQ/1P1P2P1/PPqBKb1P/R6R b kq - 2 17",1036
"rn2k2r/ppp3p1/5p2/4p2p/4N1nQ/1P1Pb1P1/PPqBK2P/R6R w kq - 3 18",-410
"rn2k2r/ppp3p1/5p2/4p2p/4N1nQ/1P1Pb1P1/PPqBK2P/2R4R b kq - 4 18",390
"rn2k2r/ppp3p1/5p2/4p2p/4N1nQ/1P1Pb1P1/Pq1BK2P/2R4R w kq - 0 19",-438
"rn2k2r/ppR3p1/5p2/4p2p/4N1nQ/1P1Pb1P1/Pq1BK2P/7R b kq - 0 19",524
"r3k2r/ppR3p1/2n2p2/4p2p/4N1nQ/1P1Pb1P1/Pq1BK2P/7R w kq - 1 20",-612
"r3k2r/ppR3p1/2n2p2/4p2p/4N1nQ/1P1Pb1P1/Pq1BK2P/3R4 b kq - 2 20",882
"r3k2r/ppR3p1/2n2p2/4p2p/4N1nQ/1P1Pb1P1/P1qBK2P/3R4 w kq - 3 21",-1005
"r3k2r/ppR3p1/2nN1p2/4p2p/6nQ/1P1Pb1P1/P1qBK2P/3R4 b kq - 4 21",712
"r4k1r/ppR3p1/2nN1p2/4p2p/6nQ/1P1Pb1P1/P1qBK2P/3R4 w - - 5 22",-620
"r4k1r/ppR3p1/2n2p2/4pN1p/6nQ/1P1Pb1P1/P1qBK2P/3R4 b - - 6 22",1001
"3r1k1r/ppR3p1/2n2p2/4pN1p/6nQ/1P1Pb1P1/P1qBK2P/3R4 w - - 7 23",-875
"3r1k1r/ppR3p1/2n2p2/4p2p/6nQ/1P1PN1P1/P1qBK2P/3R4 b - - 0 23",1116
"3r1k1r/ppR3p1/2n2p2/4p2p/6nQ/1P1qN1P1/P2BK2P/3R4 w - - 0 24",-1007
"3r1k1r/ppR3p1/2n2p2/4p2p/6nQ/1P1qNKP1/P2B3P/3R4 b - - 1 24",1070
"3r1k1r/ppR3p1/2n2p2/4p2p/7Q/1P1qnKP1/P2B3P/3R4 w - - 0 25",-324
"3r1k1r/ppR3p1/2n2p2/4p2p/1B5Q/1P1qnKP1/P6P/3R4 b - - 1 25",140
"3rk2r/ppR3p1/2n2p2/4p2p/1B5Q/1P1qnKP1/P6P/3R4 w - - 2 26",-191
"3rk2r/ppR3p1/2n2p2/4p2p/1B5Q/1P1RnKP1/P6P/8 b - - 0 26",185
"4k2r/ppR3p1/2n2p2/4p2p/1B5Q/1P1rnKP1/P6P/8 w - - 0 27",-77
"4k2r/ppR3p1/2n2p2/2B1p2p/7Q/1P1rnKP1/P6P/8 b - - 1 27",430
"4k2r/ppR3p1/2n2p2/2B1pn1p/7Q/1P1r1KP1/P6P/8 w - - 2 28",-341
"4k2r/ppR3p1/2n2p2/2B1pn1p/4K2Q/1P1r2P1/P6P/8 b - - 3 28",385
"4k2r/ppR3p1/2n2p2/2B1p2p/4K2n/1P1r2P1/P6P/8 w - - 0 29",-236
"4k2r/ppR3p1/2n2p2/2B1p2p/7n/1P1K2P1/P6P/8 b - - 0 29",719
"4k2r/ppR3p1/2n2p2/2B4p/4p2n/1P1K2P1/P6P/8 w - - 0 30",-269
"4k2r/ppR3p1/2n2p2/2B4p/4p2n/1PK3P1/P6P/8 b - - 1 30",464
"4k2r/ppR3p1/2n2p2/2B2n1p/4p3/1PK3P1/P6P/8 w - - 2 31",-375
"4k2r/pR4p1/2n2p2/2B2n1p/4p3/1PK3P1/P6P/8 b - - 0 31",521
"4k2r/1R4p1/p1n2p2/2B2n1p/4p3/1PK3P1/P6P/8 w - - 0 32",-339
"4k2r/1R4p1/p1n2p2/2B2n1p/P3p3/1PK3P1/7P/8 b - - 0 32",490
"4k2r/1R4p1/p1n2p2/2B2n2/P3p2p/1PK3P1/7P/8 w - - 0 33",-277
"4k2r/2R3p1/p1n2p2/2B2n2/P3p2p/1PK3P1/7P/8 b - - 1 33",534
"4k2r/2R3p1/p4p2/2B1nn2/P3p2p/1PK3P1/7P/8 w - - 2 34",-252
"2R1k2r/6p1/p4p2/2B1nn2/P3p2p/1PK3P1/7P/8 b - - 3 34",361
"2R4r/3k2p1/p4p2/2B1nn2/P3p2p/1PK3P1/7P/8 w - - 4 35",-288
"7R/3k2p1/p4p2/2B1nn2/P3p2p/1PK3P1/7P/8 b - - 0 35",300
"7R/3k2p1/p4p2/2B1nn2/P3p3/1PK3p1/7P/8 w - - 0 36",-250
"7R/3k2p1/p4p2/2B1nn2/P3p3/1PK3P1/8/8 b - - 0 36",300
"7R/3k2p1/p4p2/2B1n3/P3p3/1PK3n1/8/8 w - - 0 37",-78
"7R/3k2p1/p4p2/2B1n3/PP2p3/2K3n1/8/8 b - - 0 37",264
"7R/3k2p1/p4p2/2B1n3/PP2p3/2K5/4n3/8 w - - 1 38",75
"7R/3k2p1/p4p2/2B1n3/PP2p3/8/3Kn3/8 b - - 2 38",123
"7R/3k2p1/p4p2/2B1n3/PP2pn2/8/3K4/8 w - - 3 39",-77
"8/3k2pR/p4p2/2B1n3/PP2pn2/8/3K4/8 b - - 4 39",298
"8/3k2pR/p3np2/2B1n3/PP2p3/8/3K4/8 w - - 5 40",-263
"8/3k2pR/p3np2/4n3/PP1Bp3/8/3K4/8 b - - 6 40",423
"8/3k2pR/p3np2/8/PP1Bp3/5n2/3K4/8 w - - 7 41",-381
"8/3k2pR/p3np2/8/PP1Bp3/4Kn2/8/8 b - - 8 41",390
"8/3k2pR/p3np2/8/PP1np3/4K3/8/8 w - - 0 42",-423
"8/3k2pR/p3np2/8/PP1nK3/8/8/8 b - - 0 42",423
"8/3k2pR/p4p2/6n1/PP1nK3/8/8/8 w - - 1 43",-433
"8/3k2pR/p4p2/6n1/PP1K4/8/8/8 b - - 0 43",441
"8/3k2pn/p4p2/8/PP1K4/8/8/8 w - - 0 44",-442
"8/3k2pn/p4p2/2K5/PP6/8/8/8 b - - 1 44",378
"8/2k3pn/p4p2/2K5/PP6/8/8/8 w - - 2 45",-383
"8/2k3pn/p4p2/1PK5/P7/8/8/8 b - - 0 45",438
"8/1k4pn/p4p2/1PK5/P7/8/8/8 w - - 1 46",-431
"8/1k4pn/P4p2/2K5/P7/8/8/8 b - - 0 46",431
"8/6pn/k4p2/2K5/P7/8/8/8 w - - 0 47",-480
"8/6pn/k4p2/8/P1K5/8/8/8 b - - 1 47",586
"8/6pn/5p2/k7/P1K5/8/8/8 w - - 2 48",-543
"8/6pn/5p2/k7/P7/1K6/8/8 b - - 3 48",564
"8/6p1/5p2/k5n1/P7/1K6/8/8 w - - 4 49",-564
"8/6p1/5p2/k5n1/P7/K7/8/8 b - - 5 49",686
"8/6p1/5p2/k7/P3n3/K7/8/8 w - - 6 50",-616
"8/6p1/5p2/k7/P3n3/1K6/8/8 b - - 7 50",691
"8/6p1/8/k4p2/P3n3/1K6/8/8 w - - 0 51",-710
"8/6p1/8/k4p2/P1K1n3/8/8/8 b - - 1 51",746
"8/8/8/k4pp1/P1K1n3/8/8/8 w - - 0 52",-688
"8/8/8/k2K1pp1/P3n3/8/8/8 b - - 1 52",790
"rnb1kb1r/pp1p1p1p/2p1pPp1/q7/6Q1/2N5/PPPP1PPP/R1B1KBNR w KQkq - 0 6",448
"rnb1kb1r/pp1p1p1p/2p1pPp1/q7/5Q2/2N5/PPPP1PPP/R1B1KBNR b KQkq - 1 6",254
"rnb1kb1r/pp1p1p1p/2p2Pp1/q3p3/5Q2/2N5/PPPP1PPP/R1B1KBNR w KQkq - 0 7",382
"rnb1kb1r/pp1p1p1p/2p2Pp1/q3p3/6Q1/2N5/PPPP1PPP/R1B1KBNR b KQkq - 1 7",-14
"rnb1kb1r/pp1p1p1p/1qp2Pp1/4p3/6Q1/2N5/PPPP1PPP/R1B1KBNR w KQkq - 2 8",906
"rnb1kb1r/pp1p1p1p/1qp2Pp1/4p3/N5Q1/8/PPPP1PPP/R1B1KBNR b KQkq - 3 8",-10
"rnb1kb1r/pp1p1p1p/2p2Pp1/q3p3/N5Q1/8/PPPP1PPP/R1B1KBNR w KQkq - 4 9",259
"rnb1kb1r/pp1p1p1p/2p2Pp1/q3p3/N1B3Q1/8/PPPP1PPP/R1B1K1NR b KQkq - 5 9",-56
"rnb1kb1r/pp1p1p2/2p2Pp1/q3p2p/N1B3Q1/8/PPPP1PPP/R1B1K1NR w KQkq - 0 10",419
"rnb1kb1r/pp1p1p2/2p2Pp1/q3p2p/N1B1Q3/8/PPPP1PPP/R1B1K1NR b KQkq - 1 10",-374
"rnb1k2r/pp1p1p2/2p2Ppb/q3p2p/N1B1Q3/8/PPPP1PPP/R1B1K1NR w KQkq - 2 11",444
"rnb1k2r/pp1p1p2/2p2Ppb/q3p2p/N1B1Q3/5N2/PPPP1PPP/R1B1K2R b KQkq - 3 11",-421
"rnb1k2r/pp3p2/2pp1Ppb/q3p2p/N1B1Q3/5N2/PPPP1PPP/R1B1K2R w KQkq - 0 12",686
"rnb1k2r/pp3p2/2pp1Ppb/q3p2p/N1B1Q3/5N2/PPPP1PPP/R1B2RK1 b kq - 1 12",-534
"rnb1k2r/pp3p2/2pp1Pp1/q3p2p/N1B1Qb2/5N2/PPPP1PPP/R1B2RK1 w kq - 2 13",580
"rnb1k2r/pp3p2/2pp1Pp1/q3p2p/2B1Qb2/2N2N2/PPPP1PPP/R1B2RK1 b kq - 3 13",-230
"rnb1k2r/pp3p2/2pp1Pp1/2q1p2p/2B1Qb2/2N2N2/PPPP1PPP/R1B2RK1 w kq - 4 14",570
